Main food description,Protein,Carbohydrate,Fiber,Vitamin A,Thiamin,Riboflavin,Niacin,Vitamin B-6,Folate,Vitamin B-12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Phosphorus,Magnesium,Iron,Zinc,Copper,Selenium,Potassium,Sodium,Theobromine
Chocolate milk made from no sugar added dry mix with low fat milk (Nesquik),3.63,7.91,0.4,0.057291667,0.119,0.149,1.212,0.136,0.002,0.00058,2.4,0.0011,0.02,0.0001,160,120,29,0.14,1,0.079,0.000003,226,59,0
Chocolate milk made from no sugar added dry mix with fat free milk  (Nesquik),3.67,7.63,0.4,0.063541667,0.118,0.14,1.217,0.134,0.002,0.00056,2.4,0.0011,0,0,166,124,30,0.14,1.02,0.08,0.0000029,233,61,0
Chocolate milk made from no sugar added dry mix with non-dairy milk (Nesquik),1.82,7.81,0.6,0.070833333,0.079,0.108,1.34,0.093,0.005,0.00041,2.4,0.001,1.34,0.0014,183,46,28,0.47,0.74,0.166,0.0000021,163,77,0
Chocolate milk made from syrup NS as to type of milk,2.89,13.18,0,0.053125,0.05,0.123,0.118,0.053,0.002,0.00048,0.1,0.001,0.03,0.0002,109,97,16,0,0.44,0.042,0.0000019,152,54,22
Chocolate milk made from syrup with whole milk,2.84,13,0,0.028166667,0.049,0.124,0.114,0.054,0,0.00047,0,0.001,0.04,0.0003,107,95,16,0,0.43,0.042,0.0000018,146,53,22
Chocolate milk made from syrup with reduced fat milk,2.9,13.21,0,0.075,0.052,0.123,0.12,0.054,0.002,0.00048,0.2,0.001,0.03,0.0002,109,97,16,0,0.45,0.042,0.0000018,154,54,22
Chocolate milk made from syrup with low fat milk,2.93,13.45,0,0.052083333,0.05,0.125,0.121,0.053,0.002,0.00053,0,0.001,0.02,0.0001,109,97,16,0,0.45,0.042,0.000002,154,54,22
Chocolate milk made from syrup with fat free milk,2.97,13.19,0,0.057291667,0.049,0.118,0.125,0.051,0.002,0.0005,0,0.001,0,0,114,100,16,0,0.46,0.043,0.0000019,161,56,22
Chocolate milk made from syrup with non-dairy milk,1.29,13.36,0.2,0.063541667,0.013,0.088,0.236,0.015,0.005,0.00037,0,0.0009,1.22,0.0013,130,30,14,0.3,0.21,0.121,0.0000012,97,70,22
Chocolate milk made from light syrup NS as to type of milk,3.1,8.6,0,0.053125,0.051,0.125,0.119,0.054,0.001,0.00049,0.1,0.001,0.03,0.0002,111,97,15,0,0.43,0.035,0.0000018,161,47,24
Chocolate milk made from light syrup with whole milk,3.04,8.42,0,0.028166667,0.05,0.126,0.114,0.054,0,0.00047,0,0.001,0.04,0.0003,109,95,15,0,0.42,0.035,0.0000018,155,46,24
Chocolate milk made from light syrup with reduced fat milk,3.1,8.63,0,0.076041667,0.053,0.125,0.12,0.054,0.002,0.00048,0.2,0.001,0.03,0.0002,112,97,15,0,0.44,0.035,0.0000017,163,47,24
Chocolate milk made from light syrup with low fat milk,3.13,8.87,0,0.053125,0.051,0.127,0.121,0.054,0.002,0.00053,0,0.001,0.02,0.0001,112,97,15,0,0.44,0.035,0.000002,163,47,24
Chocolate milk made from light syrup with fat free milk,3.18,8.61,0,0.058333333,0.05,0.12,0.126,0.052,0.002,0.00051,0,0.001,0,0,117,100,15,0,0.45,0.036,0.0000019,170,48,24
Chocolate milk made from light syrup with non-dairy milk,1.48,8.78,0.2,0.064583333,0.014,0.09,0.237,0.015,0.005,0.00037,0,0.0009,1.23,0.0013,132,29,14,0.3,0.2,0.115,0.0000012,105,63,24
Chocolate milk made from sugar free syrup NS as to type of milk,3.28,6.04,0.4,0.053125,0.052,0.129,0.143,0.055,0.002,0.00049,0.1,0.001,0.03,0.0002,110,104,20,0.26,0.5,0.072,0.0000019,186,77,51
Chocolate milk made from sugar free syrup with whole milk,3.23,5.87,0.4,0.028166667,0.051,0.13,0.138,0.056,0.001,0.00047,0,0.001,0.05,0.0003,108,103,20,0.26,0.48,0.072,0.0000019,180,76,51
Chocolate milk made from sugar free syrup with reduced fat milk,3.29,6.08,0.4,0.076041667,0.054,0.129,0.144,0.056,0.002,0.00048,0.2,0.001,0.03,0.0002,110,104,20,0.26,0.5,0.072,0.0000018,188,77,51
Chocolate milk made from sugar free syrup with low fat milk,3.32,6.32,0.4,0.053125,0.052,0.131,0.145,0.055,0.002,0.00053,0,0.001,0.02,0.0001,110,104,20,0.26,0.5,0.072,0.0000021,188,77,51
Chocolate milk made from sugar free syrup with fat free milk,3.36,6.06,0.4,0.058333333,0.051,0.123,0.15,0.053,0.002,0.00051,0,0.001,0,0,115,108,20,0.26,0.52,0.073,0.000002,195,79,51
Chocolate milk made from sugar free syrup with non-dairy milk,1.66,6.22,0.5,0.064583333,0.015,0.094,0.262,0.016,0.005,0.00037,0,0.0009,1.23,0.0014,131,37,18,0.56,0.26,0.151,0.0000013,130,94,51
Hot chocolate / Cocoa made with dry mix and water,0.91,11.4,0.5,0,0.013,0.077,0.08,0.016,0.001,0.00005,0,0,0.03,0.0001,21,43,12,0.16,0.21,0.048,0.0000007,97,72,44
Hot chocolate / Cocoa made with dry mix and whole milk,3.73,15.16,0.5,0.028166667,0.059,0.195,0.169,0.065,0.001,0.00049,0,0.001,0.07,0.0004,124,129,21,0.16,0.55,0.039,0.0000023,225,100,43
Hot chocolate / Cocoa made with dry mix and reduced fat milk,3.79,15.37,0.5,0.075,0.061,0.194,0.175,0.065,0.002,0.0005,0.2,0.001,0.05,0.0003,127,131,21,0.16,0.57,0.039,0.0000022,232,101,43
Hot chocolate / Cocoa made with dry mix and low fat milk,3.82,15.61,0.5,0.052083333,0.06,0.196,0.176,0.065,0.002,0.00055,0,0.001,0.04,0.0002,127,131,21,0.16,0.57,0.039,0.0000025,232,101,43
Hot chocolate / Cocoa made with dry mix and fat free milk,3.86,15.35,0.5,0.058333333,0.059,0.189,0.18,0.063,0.002,0.00052,0,0.001,0.02,0.0001,132,135,22,0.16,0.58,0.04,0.0000024,239,102,43
Hot chocolate / Cocoa made with dry mix and non-dairy milk,2.18,15.47,0.7,0.063541667,0.025,0.159,0.291,0.029,0.005,0.00042,0,0.0009,1.24,0.0014,148,64,20,0.46,0.33,0.118,0.0000017,175,117,43
Hot chocolate / Cocoa made with no sugar added dry mix and water,1.28,5.94,0.6,0,0.022,0.116,0.09,0.026,0.001,0.0001,0,0,0,0.0001,50,74,18,0.41,0.28,0.069,0.0000014,224,75,54
Hot chocolate / Cocoa made with no sugar added dry mix and whole milk,4.26,10.08,0.6,0.03025,0.07,0.239,0.184,0.079,0.001,0.00057,0,0.001,0.05,0.0003,159,165,28,0.4,0.65,0.06,0.0000031,355,105,53
Hot chocolate / Cocoa made with no sugar added dry mix and reduced fat milk,4.33,10.3,0.6,0.080208333,0.073,0.239,0.19,0.079,0.003,0.00057,0.2,0.001,0.03,0.0002,162,167,28,0.4,0.67,0.06,0.000003,363,106,53
Hot chocolate / Cocoa made with no sugar added dry mix and low fat milk,4.35,10.56,0.6,0.05625,0.071,0.241,0.191,0.078,0.003,0.00063,0,0.001,0.02,0.0001,162,167,28,0.4,0.67,0.06,0.0000033,363,106,53
Hot chocolate / Cocoa made with no sugar added dry mix and fat free milk,4.4,10.28,0.6,0.061458333,0.07,0.233,0.196,0.076,0.003,0.0006,0,0.001,0,0.0001,168,170,28,0.4,0.69,0.061,0.0000032,371,108,53
Hot chocolate / Cocoa made with no sugar added dry mix and non-dairy milk,2.61,10.43,0.8,0.067708333,0.035,0.201,0.313,0.04,0.006,0.00048,0,0.0009,1.3,0.0014,184,95,26,0.72,0.42,0.143,0.0000025,302,124,53
Strawberry milk NFS,3.33,5.35,0,0.084375,0.058,0.139,0.11,0.059,0.002,0.00055,0.2,0.0011,0.03,0.0002,128,102,12,0,0.43,0.001,0.0000018,157,40,0
Strawberry milk whole,3.04,11.82,0,0.03025,0.052,0.136,0.103,0.057,0,0.0005,0,0.001,0.05,0.0003,114,94,11,0.03,0.38,0.001,0.0000018,139,38,0
Strawberry milk reduced fat,3.15,10.71,0,0.08125,0.056,0.135,0.11,0.057,0.002,0.00052,0.2,0.001,0.03,0.0002,118,97,11,0.03,0.4,0.001,0.0000017,150,39,0
Strawberry milk low fat,3.13,12.3,0,0.05625,0.053,0.138,0.11,0.056,0.002,0.00056,0,0.001,0.02,0.0001,117,96,11,0.03,0.4,0.001,0.000002,147,39,0
Strawberry milk fat free,3.18,12.03,0,0.061458333,0.052,0.129,0.115,0.054,0.002,0.00054,0,0.001,0,0,122,99,12,0.03,0.42,0.002,0.0000019,155,41,0
Strawberry milk reduced sugar,3.31,7.08,0,0.059375,0.056,0.138,0.111,0.059,0.002,0.0006,0,0.0011,0.02,0.0001,124,101,12,0,0.42,0.001,0.0000021,156,38,0
Strawberry milk non-dairy,1.39,12.2,0.2,0.067708333,0.014,0.098,0.233,0.014,0.005,0.00039,0,0.001,1.3,0.0014,139,24,10,0.35,0.15,0.085,0.0000012,87,57,0
Milk malted,3.2,8.67,0,0.119791667,0.113,0.131,0.89,0.136,0.001,0.00054,2.4,0.0014,0.56,0.0002,159,98,21,0.71,1,0.079,0.0000018,150,60,0
Eggnog,4.55,8.05,0,0.060458333,0.034,0.19,0.105,0.05,0.001,0.00045,1.5,0.0012,0.21,0.0003,130,109,19,0.2,0.46,0.013,0.0000042,165,54,0
Milk shake home recipe chocolate,3.48,13.55,0.5,0.065666667,0.051,0.159,0.151,0.059,0.006,0.00045,0.3,0.0008,0.14,0.0003,118,103,18,0.35,0.47,0.052,0.0000021,187,52,23
Milk shake home recipe flavors other than chocolate,3.36,11.41,0.2,0.063625,0.051,0.174,0.109,0.056,0.002,0.00049,0.2,0.0008,0.14,0.0003,125,102,13,0.03,0.51,0.009,0.0000019,167,53,0
Milk shake home recipe chocolate light,3.99,12.93,0.3,0.061625,0.044,0.136,0.118,0.046,0.003,0.00043,0.5,0.0007,0.09,0.0003,138,95,15,0.26,0.43,0.04,0.0000021,163,51,26
Milk shake home recipe flavors other than chocolate light,3.88,13.84,0.1,0.086458333,0.056,0.181,0.121,0.055,0.003,0.00056,0.4,0.0007,0.06,0.0002,138,103,13,0.07,0.54,0.007,0.0000021,176,51,0
Milk shake with malt,3.77,13.66,0.2,0.063625,0.068,0.202,0.302,0.07,0.003,0.0005,0.3,0.0008,0.15,0.0005,131,112,16,0.06,0.53,0.016,0.0000024,190,66,0
Milk shake fast food chocolate,3.7,20.36,1.6,0.092708333,0.027,0.652,0.252,0.061,0.001,0.00022,0,0,0.25,0.0004,115,111,23,0.73,0.7,0.177,0.0000034,193,80,41
Milk shake fast food flavors other than chocolate,3.37,19.59,0.9,0.094791667,0.026,0.66,0.213,0.06,0,0.00022,0,0,0.25,0.0004,115,98,13,0.46,0.57,0.103,0.0000032,166,81,0
Milk shake bottled chocolate,3.7,20.36,1.6,0.092708333,0.027,0.652,0.252,0.061,0.001,0.00022,0,0,0.25,0.0004,115,111,23,0.73,0.7,0.177,0.0000034,193,80,41
Milk shake bottled flavors other than chocolate,3.37,19.59,0.9,0.094791667,0.026,0.66,0.213,0.06,0,0.00022,0,0,0.25,0.0004,115,98,13,0.46,0.57,0.103,0.0000032,166,81,0
Licuado or Batido,2.4,13.1,0.7,0.038583333,0.045,0.104,0.242,0.109,0.008,0.00035,9.9,0.0007,0.08,0.0005,83,72,14,0.11,0.32,0.022,0.0000015,184,25,0
Fruit smoothie NFS,2.4,11.65,1.2,0.019833333,0.039,0.11,0.311,0.092,0.01,0.00028,9,0.0006,0.16,0.0033,81,68,14,0.22,0.37,0.03,0.0000016,180,28,0
Fruit smoothie with whole fruit and dairy,2.4,11.66,1.2,0.019833333,0.039,0.11,0.311,0.092,0.01,0.00028,9,0.0006,0.16,0.0033,81,68,14,0.22,0.37,0.03,0.0000016,180,28,0
Fruit smoothie with whole fruit and dairy added protein,7.38,9.71,1.1,0.021916667,0.077,0.236,0.312,0.085,0.01,0.00046,8.4,0.0007,0.16,0.0035,116,154,23,0.28,0.77,0.025,0.0000033,174,40,0
Fruit smoothie juice drink with dairy,0.86,15.05,0.9,0.001083333,0.023,0.028,0.217,0.108,0.008,0,5.2,0,0.03,0.0003,20,11,11,0.14,0.09,0.038,0.0000003,131,14,0
Chocolate milk drink,0.64,10.68,0.6,0.0625,0.01,0.051,0.106,0.011,0.001,0.00006,2,0.0013,0.01,0.0001,100,24,11,0.33,0.16,0.074,0.0000007,79,91,50
Milk dry not reconstituted NS as to fat content,36.16,51.98,0,0.680208333,0.415,1.55,0.951,0.361,0.05,0.00403,6.8,0.011,0,0.0001,1257,968,110,0.32,4.08,0.041,0.0000273,1794,535,0
Milk dry not reconstituted whole,26.32,38.42,0,0.26375,0.283,1.205,0.646,0.302,0.037,0.00325,8.6,0.0105,0.58,0.0022,912,776,85,0.47,3.34,0.08,0.0000163,1330,371,0
Milk dry not reconstituted low fat (1%),35.8,51.46,0,0.682291667,0.411,1.535,0.942,0.357,0.05,0.00399,6.7,0.0109,0.03,0.0002,1245,958,109,0.32,4.04,0.041,0.000027,1776,530,0
Milk dry not reconstituted fat free (skim),36.16,51.98,0,0.680208333,0.415,1.55,0.951,0.361,0.05,0.00403,6.8,0.011,0,0.0001,1257,968,110,0.32,4.08,0.041,0.0000273,1794,535,0
Whey sweet dry,12.93,74.46,0,0.008333333,0.519,2.208,1.258,0.584,0.012,0.00237,1.5,0,0.02,0.0001,796,932,176,0.88,1.97,0.07,0.0000272,2080,1079,0
Cocoa powder not reconstituted,19.6,57.9,37,0,0.078,0.241,2.185,0.118,0.032,0,0,0,0.1,0.0025,128,734,499,13.86,6.81,3.788,0.0000143,1524,21,2057
Chocolate beverage powder dry mix not reconstituted,4.55,90.28,4.5,0,0.009,0.056,0.199,0.909,0.004,0,27.3,0,0.04,0.0009,455,86,53,0,6.82,0.909,0.0000019,280,136,277
Chocolate beverage powder light dry mix not reconstituted,9.09,68.31,9.1,0,1.5,0.35,25.6,1.818,0.007,0,54.5,0,0,0,909,500,410,3.27,13.64,1.818,0.0000218,1705,500,0
Milk malted dry mix not reconstituted,0,92.96,0,1.421875,1.364,0,18.182,1.818,0,0,54.5,0.0091,12.27,0,909,0,218,16.36,13.64,1.818,0,0,530,0
Strawberry beverage powder dry mix not reconstituted,0.1,99.1,0,0,0.003,0.11,0.073,0.002,0,0,0.3,0,0,0,4,5,1,0.44,0,0,0.0000005,6,38,0
Cream NS as to light heavy or half and half,3.13,4.3,0,0.099041667,0.03,0.194,0.109,0.05,0.003,0.00019,0.9,0,0.25,0.0013,107,95,10,0.05,0.39,0.009,0.0000032,132,61,0
Cream light,2.96,3.66,0,0.122,0.023,0.19,0.09,0.044,0.002,0.00014,0.8,0.0011,0.12,0.0017,91,92,9,0.05,0.32,0.012,0.0000046,136,72,0
Cream half and half,3.13,4.3,0,0.099041667,0.03,0.194,0.109,0.05,0.003,0.00019,0.9,0,0.25,0.0013,107,95,10,0.05,0.39,0.009,0.0000032,132,61,0
Cream half and half flavored,3.07,4.5,0,0.096958333,0.029,0.191,0.109,0.049,0.003,0.00019,0.9,0,0.24,0.0013,105,93,10,0.05,0.38,0.009,0.0000031,129,60,0
Cream half and half fat free,2.6,9,0,0.0125,0.056,0.237,0.124,0.062,0.004,0.00052,0.7,0,0.04,0.0002,96,151,16,0,0.81,0.016,0.0000029,206,100,0
Cream heavy,2.84,2.84,0,0.422125,0.02,0.188,0.064,0.035,0.004,0.00016,0.6,0.0016,0.92,0.0032,66,58,7,0.1,0.24,0.011,0.000003,95,27,0
Cream whipped,2.67,8.59,0,0.397125,0.019,0.178,0.06,0.033,0.004,0.00015,0.6,0.0015,0.86,0.003,62,55,7,0.1,0.23,0.011,0.0000029,89,26,0
Coffee creamer NFS,1,11.38,0,4.17E-05,0,0,0,0,0,0,0,0,0.81,0.0025,9,64,0,0.03,0.02,0,0.0000011,191,67,0
Coffee creamer liquid,1,11.38,0,4.17E-05,0,0,0,0,0,0,0,0,0.81,0.0025,9,64,0,0.03,0.02,0,0.0000011,191,67,0
Coffee creamer liquid flavored,0.69,35.07,1.1,0,0.004,0.024,0.091,0.004,0.001,0,0,0,1.58,0.0033,6,28,19,0.59,0.25,0.142,0.0000007,96,67,100
Coffee creamer liquid fat free,0.8,9.1,0,0,0,0,0,0,0,0,0,0,0.28,0.0009,1,75,0,0.56,0.05,0,0.0000009,177,60,0
Coffee creamer liquid fat free flavored,0.6,31.72,0,0,0,0.005,0,0,0,0,0,0,0.21,0.0007,1,56,0,0.43,0.04,0.002,0.0000008,133,45,0
Coffee creamer liquid fat free sugar free flavored,0.8,9.1,0,0,0,0,0,0,0,0,0,0,0.28,0.0009,1,75,0,0.56,0.05,0,0.0000009,177,60,0
Coffee creamer liquid sugar free flavored,0.8,9.1,0,0,0,0,0,0,0,0,0,0,0.28,0.0009,1,75,0,0.56,0.05,0,0.0000009,177,60,0
Coffee creamer powder,2.48,59.29,0,0,0,0,0,0,0,0,0,0,1.26,0.0017,2,288,1,0.26,0.07,0.018,0,669,124,0
Coffee creamer powder flavored,0.68,75.42,1.2,0,0.004,0.027,0.084,0.004,0.001,0,0,0,0.41,0.0091,5,28,17,0.63,0.23,0.135,0.0000013,90,123,92
Coffee creamer powder fat free,1.9,73.4,0,4.17E-05,0,0,0,0,0.001,0,0,0,0.26,0.0039,1,136,0,0.03,0.02,0.01,0.0000008,902,229,0
Coffee creamerpowder fat free flavored,1.9,73.4,0,4.17E-05,0,0,0,0,0.001,0,0,0,0.26,0.0039,1,136,0,0.03,0.02,0.01,0.0000008,902,229,0
Coffee creamerpowder sugar free flavored,2.48,59.29,0,0,0,0,0,0,0,0,0,0,1.26,0.0017,2,288,1,0.26,0.07,0.018,0,669,124,0
Coffee creamer soy liquid,1,11.38,0,4.17E-05,0,0,0,0,0,0,0,0,0.81,0.0025,9,64,0,0.03,0.02,0,0.0000011,191,67,0
Whipped topping,1.25,23.05,0,0.000291667,0,0,0,0,0,0,0,0,0.96,0.0063,6,8,2,0.12,0.03,0.03,0.0000021,18,25,0
Whipped topping fat free,3,23.6,0,0.000166667,0.02,0.09,0.1,0.02,0.003,0.0002,0,0,0.5,0.0032,71,74,7,0.1,0.1,0.01,0.0000024,101,72,0
Whipped topping sugar free,3,23.6,0,0.000166667,0.02,0.09,0.1,0.02,0.003,0.0002,0,0,0.5,0.0032,71,74,7,0.1,0.1,0.01,0.0000024,101,72,0
Sour cream regular,2.44,4.63,0,0.126166667,0.02,0.168,0.093,0.041,0.006,0.00021,0.9,0,0.38,0.0015,101,76,10,0.07,0.33,0.018,0.0000037,125,31,0
Sour cream light,3.5,7.1,0,0.09175,0.04,0.12,0.07,0.02,0.011,0.00042,0.9,0.0002,0.3,0.0005,141,71,10,0.07,0.5,0.016,0.0000031,212,83,0
Sour cream fat free,3.1,15.6,0,0.075041667,0.04,0.15,0.07,0.02,0.011,0.0003,0,0,0,0,125,95,10,0,0.5,0.016,0.0000053,129,141,0
Sour cream imitation,2.4,6.63,0,0,0,0,0,0,0,0,0,0,0.74,0.0048,3,45,6,0.39,1.18,0.058,0.0000025,161,102,0
Dip NFS,2.24,3.49,0.3,0.068875,0.02,0.129,0.15,0.036,0.008,0.0002,1.7,0.0001,1.86,0.0931,76,60,10,0.35,0.32,0.027,0.0000032,112,708,0
Chipotle dip regular,1.69,2.7,0,0.068875,0.016,0.092,0.069,0.034,0.006,0.00016,3.2,0.0001,1.79,0.0801,54,48,6,0.16,0.24,0.02,0.0000029,77,699,0
Chipotle dip light,1.82,13.2,0,0.044916667,0.023,0.058,0.06,0.019,0.007,0.00019,3.1,0.0001,1.16,0.0252,68,40,6,0.12,0.27,0.019,0.0000027,118,598,0
Dill dip regular,1.92,3.12,0.3,0.068875,0.017,0.114,0.143,0.034,0.007,0.00016,1.7,0.0001,1.86,0.0931,65,52,9,0.35,0.29,0.026,0.0000031,98,703,0
Dill dip light,2.04,13.6,0.3,0.044916667,0.024,0.079,0.13,0.02,0.009,0.00019,1.6,0.0001,1.23,0.0375,79,44,9,0.3,0.32,0.024,0.0000028,138,602,0
Onion dip regular,1.91,3.57,0.2,0.063583333,0.024,0.095,0.062,0.038,0.006,0.00021,0.9,0.0002,1.4,0.0629,63,55,7,0.13,0.26,0.018,0.0000026,92,556,0
Onion dip light,2,11.88,0.1,0.044875,0.03,0.067,0.055,0.026,0.007,0.00024,0.9,0.0002,0.92,0.0199,74,49,7,0.1,0.29,0.017,0.0000024,125,481,0
Ranch dip regular,2.24,3.49,0.3,0.068875,0.02,0.129,0.15,0.036,0.008,0.0002,1.7,0.0001,1.86,0.0931,76,60,10,0.35,0.32,0.027,0.0000032,112,708,0
Ranch dip light,2.35,13.95,0.2,0.044958333,0.028,0.093,0.137,0.022,0.009,0.00023,1.6,0.0001,1.23,0.0375,89,52,10,0.3,0.35,0.025,0.000003,152,607,0
Spinach dip regular,2.11,3.1,0.3,0.0655,0.026,0.106,0.086,0.038,0.014,0.00021,0.5,0.0002,1.67,0.1041,73,57,12,0.26,0.28,0.027,0.000003,102,563,0
Spinach dip light,2.2,11.42,0.3,0.046708333,0.032,0.078,0.078,0.027,0.015,0.00024,0.5,0.0002,1.18,0.0595,84,50,12,0.22,0.31,0.025,0.0000028,134,488,0
Vegetable dip regular,1.92,3.12,0.3,0.068875,0.017,0.114,0.143,0.034,0.007,0.00016,1.7,0.0001,1.86,0.0931,65,52,9,0.35,0.29,0.026,0.0000031,98,703,0
Vegetable dip light,2.04,13.6,0.3,0.044916667,0.024,0.079,0.13,0.02,0.009,0.00019,1.6,0.0001,1.23,0.0375,79,44,9,0.3,0.32,0.024,0.0000028,138,602,0
Ice cream NFS,3.57,26.36,0.8,0.114666667,0.044,0.236,0.154,0.046,0.006,0.00038,0.6,0.0002,0.39,0.0008,124,106,16,0.3,0.72,0.043,0.0000019,203,90,12
Ice cream vanilla,3.5,23.6,0.7,0.120916667,0.041,0.24,0.116,0.048,0.005,0.00039,0.6,0.0002,0.3,0.0003,128,105,14,0.09,0.69,0.023,0.0000018,199,80,0
Ice cream vanilla with additional ingredients,3.67,30.51,1,0.105291667,0.048,0.229,0.212,0.044,0.007,0.00037,0.6,0.0002,0.52,0.0015,118,107,19,0.61,0.76,0.073,0.000002,209,105,30
Ice cream chocolate,3.8,28.2,1.2,0.120916667,0.042,0.194,0.226,0.055,0.016,0.00029,0.7,0.0002,0.3,0.0003,109,107,29,0.93,0.58,0.135,0.0000025,249,76,62
Ice cream chocolate with additional ingredients,3.93,34.39,1.5,0.105291667,0.049,0.19,0.305,0.05,0.016,0.00028,0.6,0.0002,0.52,0.0015,102,108,32,1.32,0.66,0.168,0.0000026,251,102,82
Ice cream soft serve vanilla,4.78,29.46,0.3,0.132333333,0.053,0.255,0.136,0.045,0.006,0.00047,1.2,0.0001,0.12,0.0004,161,103,14,0.19,0.73,0.017,0.000002,208,74,0
Ice cream soft serve chocolate,5,25.7,0.8,0.062958333,0.023,0.129,0.126,0.023,0.004,0.00014,1.2,0.0001,0.2,0.0006,159,83,20,0.69,0.43,0.103,0.0000022,170,71,69
Gelato vanilla,3.5,22.29,0,0.186583333,0.041,0.167,0.082,0.045,0.008,0.00039,0,0.0003,0.51,0.0013,117,105,11,0.34,0.47,0.008,0.0000035,157,61,0
Gelato chocolate,4.72,19.78,0.9,0.206375,0.03,0.167,0.182,0.033,0.005,0.00018,0.5,0.0003,0.46,0.0015,142,115,32,1.02,0.64,0.175,0.0000021,238,57,120
Ice cream bar vanilla,2.11,37.12,1.1,0.036458333,0.043,0.069,0.548,0.106,0.003,0.00009,0,0.0001,2.25,0.0223,63,57,11,0,0.32,0.031,0.000004,71,84,0
Ice cream bar vanilla chocolate coated,4.1,24.5,0.8,0.015791667,0.062,0.261,0.175,0.043,0.007,0.00049,0,0.0002,0.42,0.0013,119,173,28,0.29,0.82,0.076,0.0000024,305,68,32
Ice cream candy bar,4.4,30.9,0.6,0.046,0.04,0.18,0.96,0.22,0.011,0.00038,0.7,0.0002,0.42,0.0013,252,114,29,0.72,0.63,0.128,0.0000024,238,92,32
Ice cream bar chocolate,4.41,25.17,1.5,0.015791667,0.062,0.261,0.215,0.044,0.008,0.00048,0,0.0002,0.41,0.0013,119,184,37,0.56,0.94,0.15,0.0000026,329,67,72
Ice cream sandwich vanilla,4.28,35.88,1.4,0.091708333,0.082,0.247,0.802,0.049,0.016,0.00032,0.4,0.0002,0.4,0.0008,104,112,24,1.07,0.79,0.133,0.0000028,202,205,88
Ice cream sandwich chocolate,4.5,39.33,1.8,0.091708333,0.082,0.212,0.884,0.054,0.024,0.00024,0.5,0.0002,0.4,0.0008,90,113,35,1.7,0.71,0.217,0.0000033,239,202,135
Ice cream cookie sandwich,4.61,43.35,1.7,0.066708333,0.141,0.215,0.956,0.036,0.031,0.00021,0.3,0.0001,0.83,0.002,70,86,22,1.5,0.64,0.104,0.0000037,170,232,47
Ice cream cone scooped vanilla,3.68,25.82,0.8,0.115708333,0.049,0.245,0.288,0.047,0.012,0.00037,0.6,0.0002,0.32,0.0004,124,105,14,0.23,0.69,0.03,0.0000019,196,87,0
Ice cream cone scooped vanilla waffle cone,3.76,27.16,0.8,0.113625,0.069,0.25,0.407,0.048,0.013,0.00037,0.6,0.0002,0.29,0.0004,123,105,15,0.34,0.69,0.037,0.000002,196,93,0
Ice cream cone NFS,3.75,28.47,0.9,0.1105,0.052,0.241,0.325,0.045,0.012,0.00036,0.6,0.0002,0.4,0.0008,120,105,16,0.43,0.72,0.049,0.000002,199,97,12
Ice cream cone scooped chocolate,3.97,30.23,1.3,0.115708333,0.05,0.2,0.394,0.054,0.022,0.00028,0.7,0.0002,0.32,0.0004,106,107,29,1.04,0.58,0.138,0.0000026,244,83,60
Ice cream cone scooped chocolate waffle cone,4.04,31.49,1.2,0.113625,0.07,0.206,0.511,0.055,0.023,0.00027,0.7,0.0002,0.29,0.0004,105,107,29,1.14,0.59,0.143,0.0000026,243,89,58
Ice cream cone soft serve vanilla,4.91,31.44,0.4,0.127125,0.061,0.259,0.308,0.044,0.013,0.00045,1.2,0.0001,0.15,0.0005,156,103,14,0.33,0.73,0.024,0.0000021,204,81,0
Ice cream cone soft serve chocolate,5.12,27.83,0.9,0.060833333,0.032,0.138,0.298,0.023,0.011,0.00013,1.2,0.0001,0.22,0.0006,154,84,20,0.81,0.44,0.107,0.0000023,168,78,66
Ice cream cone soft serve vanilla waffle cone,4.96,32.67,0.4,0.125,0.08,0.264,0.426,0.045,0.014,0.00044,1.1,0.0001,0.12,0.0005,154,103,15,0.44,0.73,0.032,0.0000022,204,87,0
Ice cream cone soft serve chocolate waffle cone,5.17,29.14,0.9,0.058791667,0.052,0.145,0.417,0.025,0.012,0.00013,1.1,0.0001,0.19,0.0007,152,84,21,0.91,0.45,0.113,0.0000024,169,84,65
Ice cream cone vanilla prepackaged,5.21,34.38,1,0.032333333,0.108,0.252,0.829,0.046,0.024,0.00036,0,0.0001,0.18,0.0011,63,108,29,0,0.86,0.128,0.0000026,222,94,56
Ice cream cone chocolate prepackaged,5.35,34.62,1.4,0.032333333,0.108,0.252,0.843,0.047,0.024,0.00036,0,0.0001,0.18,0.0011,64,114,34,0.14,0.92,0.165,0.0000027,235,93,76
Ice cream soda flavors other than chocolate,0.92,14.02,0.2,0.032291667,0.011,0.063,0.031,0.013,0.001,0.0001,0.2,0.0001,0.08,0.0001,37,28,4,0.06,0.23,0.011,0.0000005,53,31,0
Ice cream soda chocolate,1,15.23,0.3,0.032291667,0.011,0.051,0.059,0.014,0.004,0.00008,0.2,0.0001,0.08,0.0001,32,28,8,0.28,0.2,0.041,0.0000007,66,30,16
Ice cream sundae NFS,3.72,31.92,1.1,0.102125,0.039,0.205,0.144,0.041,0.005,0.00031,0.5,0.0002,0.83,0.0009,109,102,21,0.36,0.71,0.095,0.0000019,215,138,55
